data,produto,categoria,cidade,vendedor,quantidade,preco_unitario
2024-10-07,Mouse,Tecnologia,Curitiba,Lucas,1,4551
2024-02-13,Tablet,Tecnologia,Recife,Maria,3,318
01/08/2024,Smartphone,Tecnologia,Curitiba,Ana,1,3748
2024-09-08,Notebook,Tecnologia,Curitiba,Lucas,4,3155
2024-07-19,Monitor,Tecnologia,Salvador,Carlos,2,4649
2023-07-24,Mouse,Tecnologia,Curitiba,Pedro,3,
2023-05-01,Notebook,Tecnologia,Recife,Maria,2,2457
2023-08-08,Mouse,Tecnologia,Curitiba,Ana,1,4581
2024-03-03,Teclado,Tecnologia,Salvador,Maria,4,3941
2024-10-27,Tablet,Tecnologia,Curitiba,Carlos,1,3791
26/04/2023,Teclado,Tecnologia,Curitiba,Fernanda,2,4852
2023-06-26,Notebook,Tecnologia,Belo Horizonte,Carlos,4,3554
2024-02-02,Teclado,Tecnologia,Belo Horizonte,Pedro,1,1170
2023-09-06,Notebook,Tecnologia,Belo Horizonte,Ana,3,erro
07/03/2023,Mesa,Moveis,Rio de Janeiro,Fernanda,4,2178
2024-12-14,Mesa,Moveis,Belo Horizonte,Lucas,1,3766
2024-07-11,Cadeira,Moveis,Salvador,Fernanda,1,1228
2023-02-01,Smartphone,Tecnologia,Fortaleza,Maria,4,erro
2024-01-09,Smartphone,Tecnologia,Salvador,Maria,3,3283
2023-10-22,Mesa,Moveis,Recife,Fernanda,4,1428
2024-08-04,Smartphone,Tecnologia,Recife,Carlos,3,2966
30/03/2023,Teclado,Tecnologia,Recife,Fernanda,3,2142
2024-03-17,Mouse,Tecnologia,São Paulo,João,4,4405
16/01/2024,Monitor,Tecnologia,São Paulo,João,3,4589
2023-08-22,Tablet,Tecnologia,Rio de Janeiro,Pedro,2,1184
2023-07-17,Smartphone,Tecnologia,Fortaleza,Ana,4,793
2023-02-17,Smartphone,Tecnologia,sao paulo,Carlos,4,712
16/06/2024,Notebook,Tecnologia,Curitiba,João,1,1645
2024-08-14,Teclado,Tecnologia,Curitiba,Maria,1,1013
2024-07-07,Tablet,Tecnologia,Fortaleza,João,2,4891
29/11/2024,Teclado,Tecnologia,sao paulo,Fernanda,3,202
2023-01-29,Notebook,Tecnologia,Fortaleza,Pedro,2,2947
2023-08-22,Mouse,Tecnologia,RIO DE JANEIRO,Ana,4,2899
2023-11-14,Teclado,Tecnologia,RIO DE JANEIRO,João,1,2612
2023-03-11,Mesa,Moveis,RIO DE JANEIRO,Carlos,4,4135
2023-03-31,Notebook,Tecnologia,Belo Horizonte,Maria,2,1558
2024-06-09,Tablet,Tecnologia,Salvador,Maria,2,1074
2024-10-31,Tablet,Tecnologia,RIO DE JANEIRO,Maria,4,4718
2023-07-01,Monitor,Tecnologia,Fortaleza,Lucas,2,4719
2024-08-21,Cadeira,Moveis,Belo Horizonte,Ana,1,977
2023-12-12,Mesa,Moveis,Salvador,Maria,1,2926
19/01/2024,Smartphone,Tecnologia,RIO DE JANEIRO,Ana,1,3529
2024-09-15,Cadeira,Moveis,Salvador,Pedro,2,2164
2024-09-25,Mouse,Tecnologia,Curitiba,Pedro,2,2348
2023-09-21,Smartphone,Tecnologia,RIO DE JANEIRO,Carlos,1,675
2024-04-24,Teclado,Tecnologia,São Paulo,Carlos,3,4676
2024-09-28,Monitor,Tecnologia,Recife,João,2,2290
2023-03-31,Mesa,Moveis,RIO DE JANEIRO,João,2,1158
04/05/2023,Teclado,Tecnologia,Belo Horizonte,Ana,4,
2023-02-21,Tablet,Tecnologia,sao paulo,Carlos,1,4026
28/07/2023,Notebook,Tecnologia,Fortaleza,Maria,4,3633
2023-01-03,Mouse,Tecnologia,Belo Horizonte,Ana,2,2151
2023-07-20,Cadeira,Moveis,Rio de Janeiro,Fernanda,3,3071
2024-05-23,Notebook,Tecnologia,Salvador,Ana,1,459
2023-09-30,Mesa,Moveis,Salvador,Lucas,1,2850
2024-12-21,Smartphone,Tecnologia,sao paulo,Pedro,1,2026
2024-12-23,Notebook,Tecnologia,São Paulo,Fernanda,3,706
2024-08-20,Smartphone,Tecnologia,Curitiba,Maria,4,2584
2023-05-14,Smartphone,Tecnologia,Salvador,Carlos,4,2172
2024-01-13,Smartphone,Tecnologia,sao paulo,Fernanda,3,3438
2024-04-13,Mouse,Tecnologia,São Paulo,Maria,2,2827
27/11/2023,Smartphone,Tecnologia,Curitiba,Ana,1,4649
2024-06-27,Mouse,Tecnologia,RIO DE JANEIRO,Maria,2,654
2023-06-28,Mesa,Moveis,RIO DE JANEIRO,Ana,1,erro
2023-02-04,Teclado,Tecnologia,Curitiba,João,2,4938
2024-10-29,Mesa,Moveis,Curitiba,Lucas,3,4564
2024-03-10,Smartphone,Tecnologia,São Paulo,Pedro,3,3030
2023-11-20,Mouse,Tecnologia,Belo Horizonte,Pedro,2,320
2023-04-20,Mouse,Tecnologia,São Paulo,Ana,1,798
2024-01-24,Mouse,Tecnologia,sao paulo,Carlos,2,2803
2023-11-17,Monitor,Tecnologia,São Paulo,Fernanda,4,546
17/07/2024,Smartphone,Tecnologia,São Paulo,Carlos,2,2018
2023-06-12,Tablet,Tecnologia,Recife,Maria,4,449
2023-04-16,Mesa,Moveis,São Paulo,Fernanda,2,4639
2023-02-15,Smartphone,Tecnologia,Salvador,Pedro,1,1476
2023-06-10,Mouse,Tecnologia,São Paulo,Pedro,4,1440
2024-07-06,Teclado,Tecnologia,Curitiba,Pedro,1,3381
2024-05-04,Tablet,Tecnologia,Salvador,Lucas,4,erro
16/10/2023,Cadeira,Moveis,Curitiba,Ana,4,793
2024-11-28,Mesa,Moveis,Recife,Ana,2,erro
2024-10-12,Tablet,Tecnologia,São Paulo,Carlos,3,1141
2023-10-15,Notebook,Tecnologia,São Paulo,Maria,2,3645
2023-01-01,Teclado,Tecnologia,Salvador,João,4,2307
29/07/2023,Notebook,Tecnologia,São Paulo,Ana,4,4497
2023-01-09,Notebook,Tecnologia,sao paulo,Lucas,2,876
2024-11-12,Monitor,Tecnologia,Recife,Fernanda,4,4962
2023-07-21,Mouse,Tecnologia,Salvador,Ana,1,2096
2024-06-14,Mouse,Tecnologia,Recife,Lucas,2,3652
2023-10-26,Mesa,Moveis,Fortaleza,Ana,2,215
26/12/2023,Teclado,Tecnologia,sao paulo,Lucas,2,3633
2023-09-28,Tablet,Tecnologia,sao paulo,Fernanda,3,3729
2023-03-23,Cadeira,Moveis,Fortaleza,João,2,1878
2024-03-10,Cadeira,Moveis,Salvador,Pedro,2,2365
15/12/2023,Mouse,Tecnologia,Recife,Pedro,2,469
2023-12-07,Mesa,Moveis,RIO DE JANEIRO,João,2,2028
2023-01-29,Smartphone,Tecnologia,Belo Horizonte,Maria,1,683
2023-03-16,Mesa,Moveis,Recife,Pedro,1,2320
2023-06-16,Smartphone,Tecnologia,Fortaleza,Fernanda,2,1909
2024-04-07,Cadeira,Moveis,Belo Horizonte,Lucas,4,2251
2024-07-08,Teclado,Tecnologia,Salvador,Ana,4,1903
14/01/2023,Tablet,Tecnologia,Curitiba,João,3,2461
2023-09-03,Tablet,Tecnologia,Rio de Janeiro,Pedro,3,3471
2023-12-08,Mesa,Moveis,Recife,Carlos,2,3420
2024-01-16,Tablet,Tecnologia,Belo Horizonte,João,3,405
2024-03-16,Monitor,Tecnologia,sao paulo,João,3,4328
2024-05-22,Monitor,Tecnologia,Salvador,João,3,1518
2023-08-30,Cadeira,Moveis,Rio de Janeiro,Lucas,4,4985
2023-10-21,Tablet,Tecnologia,RIO DE JANEIRO,Maria,2,2793
2024-09-13,Monitor,Tecnologia,Belo Horizonte,Maria,3,4435
2024-03-29,Teclado,Tecnologia,Salvador,Fernanda,2,2174
2023-04-17,Notebook,Tecnologia,Fortaleza,Ana,4,4792
2024-09-02,Tablet,Tecnologia,Belo Horizonte,Fernanda,1,3128
2023-11-22,Mesa,Moveis,RIO DE JANEIRO,João,3,3142
2023-12-14,Mesa,Moveis,São Paulo,João,3,2427
2023-12-21,Notebook,Tecnologia,RIO DE JANEIRO,Maria,4,2227
2024-11-22,Monitor,Tecnologia,Fortaleza,Ana,1,3728
2024-07-05,Monitor,Tecnologia,Recife,Ana,1,2523
03/03/2024,Monitor,Tecnologia,Fortaleza,Lucas,1,1665
2023-02-23,Mesa,Moveis,RIO DE JANEIRO,Fernanda,2,103
2024-05-15,Mouse,Tecnologia,Recife,Ana,1,284
2024-09-04,Tablet,Tecnologia,sao paulo,Pedro,1,154
2024-07-31,Teclado,Tecnologia,RIO DE JANEIRO,Ana,3,3437
2023-03-04,Monitor,Tecnologia,sao paulo,Maria,2,2454
2024-10-03,Monitor,Tecnologia,São Paulo,Maria,3,3887
2023-03-22,Cadeira,Moveis,Rio de Janeiro,Maria,3,122
2024-01-17,Tablet,Tecnologia,Belo Horizonte,Maria,4,
2023-05-05,Mouse,Tecnologia,São Paulo,Maria,3,1783
10/05/2024,Smartphone,Tecnologia,Salvador,Carlos,4,531
2023-06-01,Notebook,Tecnologia,RIO DE JANEIRO,Ana,2,4771
2023-04-15,Mouse,Tecnologia,Salvador,Carlos,1,4633
2024-01-29,Mouse,Tecnologia,Rio de Janeiro,Ana,4,4096
2023-12-21,Cadeira,Moveis,Fortaleza,João,3,3146
2023-03-16,Tablet,Tecnologia,Curitiba,Carlos,2,1786
21/03/2024,Cadeira,Moveis,Recife,Lucas,2,1391
2023-04-19,Mouse,Tecnologia,Rio de Janeiro,,3,3304
10/09/2024,Smartphone,Tecnologia,Rio de Janeiro,Maria,4,2650
2023-01-13,Mouse,Tecnologia,Fortaleza,Pedro,1,4880
2023-11-26,Monitor,Tecnologia,Rio de Janeiro,Fernanda,1,3962
2024-03-10,Teclado,Tecnologia,Salvador,Fernanda,4,849
2024-07-13,Notebook,Tecnologia,Curitiba,Maria,1,1813
2024-07-24,Monitor,Tecnologia,Rio de Janeiro,Fernanda,3,2572
2023-09-08,Mesa,Moveis,Recife,João,2,3611
2024-10-04,Monitor,Tecnologia,Salvador,Fernanda,3,718
2024-10-10,Teclado,Tecnologia,Recife,Lucas,1,3759
15/03/2023,Tablet,Tecnologia,Belo Horizonte,Fernanda,2,256
2023-04-28,Mouse,Tecnologia,RIO DE JANEIRO,Lucas,3,2996
2024-10-29,Mouse,Tecnologia,,Pedro,3,2070
2024-03-20,Mouse,Tecnologia,Fortaleza,João,1,748
2023-04-22,Cadeira,Moveis,Curitiba,Ana,3,2452
28/12/2024,Mouse,Tecnologia,Recife,,4,2451
2024-05-25,Mouse,Tecnologia,Salvador,Ana,4,4769
2023-07-20,Notebook,Tecnologia,Rio de Janeiro,Pedro,4,3218
2024-09-20,Smartphone,Tecnologia,Belo Horizonte,Lucas,1,3629
2024-03-31,Tablet,Tecnologia,sao paulo,João,2,3910
2024-10-03,Notebook,Tecnologia,São Paulo,Pedro,3,4572
29/01/2024,Mesa,Moveis,Rio de Janeiro,Maria,1,457
2024-07-14,Tablet,Tecnologia,Curitiba,Pedro,2,254
2023-05-31,Mesa,Moveis,Rio de Janeiro,Pedro,4,1170
01/10/2024,Monitor,Tecnologia,Belo Horizonte,Fernanda,3,1170
2023-12-06,Monitor,Tecnologia,Rio de Janeiro,Fernanda,1,4070
2024-04-18,Cadeira,Moveis,Salvador,João,4,552
2024-10-21,Mouse,Tecnologia,Salvador,Lucas,3,453
2024-08-11,Mouse,Tecnologia,Rio de Janeiro,João,4,3602
2024-02-10,Notebook,Tecnologia,sao paulo,Fernanda,3,3298
2024-02-24,Teclado,Tecnologia,Rio de Janeiro,Fernanda,3,3651
04/02/2024,Teclado,Tecnologia,Belo Horizonte,Fernanda,3,4307
2023-08-28,Smartphone,Tecnologia,Fortaleza,Pedro,2,1359
2024-04-16,Mouse,Tecnologia,Recife,Carlos,2,
2024-09-01,Mesa,Moveis,Rio de Janeiro,Pedro,1,2126
2024-03-30,Teclado,Tecnologia,RIO DE JANEIRO,João,2,4474
2024-09-15,Monitor,Tecnologia,Belo Horizonte,Fernanda,2,3404
2024-08-05,Smartphone,Tecnologia,Belo Horizonte,Carlos,2,1925
2023-07-02,Cadeira,Moveis,Fortaleza,Lucas,2,866
2023-02-24,Smartphone,Tecnologia,Fortaleza,Pedro,4,123
2024-05-29,Teclado,Tecnologia,RIO DE JANEIRO,Lucas,4,4069
27/09/2023,Mesa,Moveis,Rio de Janeiro,João,2,3763
2024-12-18,Tablet,Tecnologia,Rio de Janeiro,Fernanda,2,457
10/07/2024,Notebook,Tecnologia,sao paulo,Maria,3,3658
2024-03-11,Mesa,Moveis,São Paulo,Carlos,4,3733
27/02/2024,Mesa,Moveis,Recife,Pedro,4,2949
2023-11-30,Notebook,Tecnologia,Salvador,Ana,1,2538
2023-04-29,Mouse,Tecnologia,sao paulo,Maria,2,1193
2023-06-30,Teclado,Tecnologia,Belo Horizonte,Ana,1,4242
2024-10-26,Cadeira,Moveis,Rio de Janeiro,Pedro,1,3732
2024-01-25,Tablet,Tecnologia,Salvador,Pedro,2,1117
2024-12-08,Mesa,Moveis,RIO DE JANEIRO,Ana,1,1988
24/10/2023,Smartphone,Tecnologia,RIO DE JANEIRO,Maria,2,1599
2024-02-01,Teclado,Tecnologia,sao paulo,Ana,4,2890
2023-07-09,Notebook,Tecnologia,RIO DE JANEIRO,Lucas,4,erro
2023-11-06,Tablet,Tecnologia,São Paulo,Carlos,2,1118
2023-04-03,Notebook,Tecnologia,Curitiba,Ana,1,1088
2023-01-30,Notebook,Tecnologia,Recife,Lucas,1,2605
2023-10-29,Tablet,Tecnologia,Curitiba,Pedro,1,176
2024-04-10,Mouse,Tecnologia,Fortaleza,Maria,3,3211
07/03/2023,Teclado,Tecnologia,Recife,Fernanda,1,3586
2023-08-28,Mouse,Tecnologia,Recife,Maria,4,1733
2023-07-29,Monitor,Tecnologia,Fortaleza,,1,246
30/10/2024,Tablet,Tecnologia,Rio de Janeiro,Pedro,1,535
2023-05-15,Mouse,Tecnologia,Curitiba,Carlos,4,2807
2024-01-03,Cadeira,Moveis,RIO DE JANEIRO,Maria,1,4791
2023-01-21,Teclado,Tecnologia,sao paulo,Ana,3,2761
02/12/2023,Cadeira,Moveis,Salvador,Carlos,3,4582
2023-01-22,Cadeira,Moveis,sao paulo,Fernanda,4,4178
2023-03-13,Monitor,Tecnologia,Curitiba,Ana,3,689
2023-05-27,Smartphone,Tecnologia,Rio de Janeiro,Carlos,2,4860
2023-06-12,Tablet,Tecnologia,Belo Horizonte,Fernanda,3,3326
06/01/2023,Cadeira,Moveis,Fortaleza,Maria,1,4406
2024-10-01,Notebook,Tecnologia,Belo Horizonte,Carlos,3,
2023-05-14,Mesa,Moveis,Rio de Janeiro,João,3,747
2024-05-13,Monitor,Tecnologia,Recife,Fernanda,4,1272
2023-03-04,Teclado,Tecnologia,RIO DE JANEIRO,Fernanda,2,1757
15/01/2024,Smartphone,Tecnologia,Salvador,Fernanda,1,2623
2024-05-24,Notebook,Tecnologia,São Paulo,Ana,1,3139
2024-06-02,Mesa,Moveis,Recife,Carlos,3,2325
2023-12-30,Smartphone,Tecnologia,Rio de Janeiro,Carlos,4,2740
27/04/2024,Teclado,Tecnologia,Rio de Janeiro,Lucas,2,3246
2023-04-06,Monitor,Tecnologia,São Paulo,Pedro,1,4302
13/05/2024,Tablet,Tecnologia,RIO DE JANEIRO,Carlos,2,2773
2024-03-30,Cadeira,Moveis,Curitiba,Ana,2,erro
2023-03-30,Monitor,Tecnologia,Belo Horizonte,Carlos,3,1545
2023-08-12,Smartphone,Tecnologia,Rio de Janeiro,Fernanda,3,780
2023-03-09,Notebook,Tecnologia,Fortaleza,Fernanda,3,2325
2023-09-30,Mesa,Moveis,sao paulo,Pedro,3,4187
2024-01-02,Mouse,Tecnologia,Belo Horizonte,Lucas,2,906
2023-10-25,Notebook,Tecnologia,Belo Horizonte,Ana,2,4699
2024-08-18,Cadeira,Moveis,sao paulo,Carlos,3,3614
2023-01-02,Tablet,Tecnologia,Curitiba,Ana,2,629
06/12/2023,Mesa,Moveis,São Paulo,Ana,2,2352
2024-03-03,Mesa,Moveis,Salvador,Maria,1,1217
2023-02-07,Monitor,Tecnologia,Belo Horizonte,Maria,4,2154
2023-01-01,Mouse,Tecnologia,Fortaleza,Carlos,1,1141
2024-08-27,Monitor,Tecnologia,Rio de Janeiro,Carlos,3,334
2023-11-07,Tablet,Tecnologia,Recife,Fernanda,4,3285
2024-10-17,Tablet,Tecnologia,RIO DE JANEIRO,Fernanda,3,2120
2024-09-24,Cadeira,Moveis,Rio de Janeiro,Ana,2,936
2024-05-24,Teclado,Tecnologia,Salvador,Fernanda,4,4460
29/10/2023,Smartphone,Tecnologia,Fortaleza,João,2,904
2024-01-25,Teclado,Tecnologia,Curitiba,Carlos,4,3075
2024-01-08,Smartphone,Tecnologia,Rio de Janeiro,Lucas,1,3252
2023-08-16,Notebook,Tecnologia,São Paulo,Pedro,2,3364
2024-01-23,Smartphone,Tecnologia,Curitiba,Carlos,2,2805
2023-07-08,Tablet,Tecnologia,Salvador,João,4,2522
2023-07-13,Smartphone,Tecnologia,Rio de Janeiro,,1,4358
2024-11-19,Tablet,Tecnologia,Recife,Ana,1,3121
2024-04-13,Monitor,Tecnologia,sao paulo,Ana,1,3301
2024-09-29,Cadeira,Moveis,RIO DE JANEIRO,Lucas,3,1723
23/08/2024,Cadeira,Moveis,Curitiba,Pedro,2,1299
2024-04-27,Smartphone,Tecnologia,Curitiba,Fernanda,1,2121
2023-07-08,Tablet,Tecnologia,Rio de Janeiro,Ana,4,2549
2023-11-24,Monitor,Tecnologia,RIO DE JANEIRO,Lucas,3,1673
2023-04-08,Mouse,Tecnologia,Recife,Carlos,3,1933
2024-08-30,Tablet,Tecnologia,sao paulo,João,2,1270
2023-04-30,Tablet,Tecnologia,Recife,Fernanda,1,1115
2024-02-27,Cadeira,Moveis,São Paulo,Fernanda,1,3994
2023-07-05,Tablet,Tecnologia,Fortaleza,João,2,2300
14/03/2023,Teclado,Tecnologia,Curitiba,Carlos,4,3339
2024-05-08,Mesa,Moveis,RIO DE JANEIRO,Pedro,1,2971
2024-08-26,Tablet,Tecnologia,Curitiba,Carlos,1,2865
2024-05-29,Mesa,Moveis,São Paulo,João,4,2361
2023-09-15,Monitor,Tecnologia,Salvador,Ana,2,3436
29/09/2023,Smartphone,Tecnologia,Salvador,Fernanda,4,erro
2024-12-22,Mesa,Moveis,RIO DE JANEIRO,Fernanda,3,116
2024-03-17,Mesa,Moveis,RIO DE JANEIRO,Maria,4,3183
2023-08-04,Cadeira,Moveis,Fortaleza,João,4,1813
2024-07-15,Notebook,Tecnologia,Recife,Maria,2,2621
2023-06-24,Mesa,Moveis,Curitiba,Fernanda,3,1972
2023-09-06,Smartphone,Tecnologia,São Paulo,Carlos,3,1695
2023-12-06,Tablet,Tecnologia,RIO DE JANEIRO,Lucas,3,3446
2023-03-01,Tablet,Tecnologia,Salvador,Maria,4,4110
28/07/2023,Mouse,Tecnologia,Curitiba,Fernanda,1,2756
2023-10-01,Tablet,Tecnologia,Curitiba,Ana,2,738
29/05/2023,Monitor,Tecnologia,RIO DE JANEIRO,Maria,4,2326
09/06/2024,Teclado,Tecnologia,RIO DE JANEIRO,Pedro,4,2583
2023-05-17,Mesa,Moveis,São Paulo,João,3,1403
23/02/2024,Mouse,Tecnologia,Rio de Janeiro,João,2,561
2023-03-20,Cadeira,Moveis,Recife,Fernanda,3,3560
2023-05-15,Tablet,Tecnologia,RIO DE JANEIRO,Ana,2,1235
2024-08-07,Teclado,Tecnologia,Recife,Lucas,1,2535
2023-04-12,Cadeira,Moveis,Rio de Janeiro,Maria,3,124
2023-11-28,Smartphone,Tecnologia,Fortaleza,Pedro,1,930
2023-08-29,Notebook,Tecnologia,Salvador,Carlos,2,692
2024-08-25,Cadeira,Moveis,Salvador,Maria,4,2531
2023-02-08,Teclado,Tecnologia,Recife,Maria,1,2127
2023-01-16,Teclado,Tecnologia,Curitiba,Lucas,2,704
2024-10-17,Mesa,Moveis,Curitiba,Pedro,4,2869
06/04/2024,Mesa,Moveis,Belo Horizonte,Pedro,2,2191
2024-12-11,Teclado,Tecnologia,São Paulo,Maria,4,3401
2024-02-26,Notebook,Tecnologia,Fortaleza,Carlos,4,4533
2023-08-05,Mesa,Moveis,Recife,João,3,3836
2023-07-22,Notebook,Tecnologia,São Paulo,Fernanda,4,erro
2023-11-17,Teclado,Tecnologia,Rio de Janeiro,Carlos,4,4737
2023-01-29,Monitor,Tecnologia,Rio de Janeiro,Fernanda,1,2222
2023-12-06,Smartphone,Tecnologia,RIO DE JANEIRO,Maria,4,
2024-05-08,Teclado,Tecnologia,São Paulo,Lucas,4,3402
2023-08-20,Tablet,Tecnologia,Belo Horizonte,Lucas,1,1031
31/03/2024,Mesa,Moveis,Salvador,Maria,3,3553
2024-10-08,Mesa,Moveis,Recife,Ana,1,294
2023-03-08,Mouse,Tecnologia,RIO DE JANEIRO,Ana,3,421
2024-07-15,Smartphone,Tecnologia,Salvador,João,3,288
2023-03-16,Teclado,Tecnologia,RIO DE JANEIRO,Carlos,1,274
2024-02-11,Teclado,Tecnologia,Recife,Ana,4,1515
2024-11-20,Cadeira,Moveis,Belo Horizonte,Carlos,2,940
05/02/2024,Mouse,Tecnologia,,Lucas,4,4943
2023-06-30,Cadeira,Moveis,RIO DE JANEIRO,Pedro,1,834
2024-04-28,Tablet,Tecnologia,sao paulo,Pedro,1,2415
2024-01-25,Tablet,Tecnologia,Curitiba,Lucas,3,529
2024-07-26,Notebook,Tecnologia,Belo Horizonte,Fernanda,3,1879
2024-01-12,Cadeira,Moveis,São Paulo,,1,2172
30/06/2024,Smartphone,Tecnologia,sao paulo,Fernanda,1,2583
2024-02-08,Monitor,Tecnologia,Recife,Carlos,4,
27/05/2023,Tablet,Tecnologia,Rio de Janeiro,Carlos,4,2840
2024-07-11,Mesa,Moveis,São Paulo,Maria,1,3467
2024-05-16,Cadeira,Moveis,Fortaleza,Lucas,4,3771
2024-05-07,Mesa,Moveis,RIO DE JANEIRO,João,4,2449
2023-09-26,Monitor,Tecnologia,Salvador,Ana,4,2772
2023-12-25,Notebook,Tecnologia,sao paulo,Lucas,1,4555
2024-10-15,Smartphone,Tecnologia,Salvador,João,2,435
2024-12-17,Mesa,Moveis,Salvador,Maria,1,821
21/04/2024,Monitor,Tecnologia,sao paulo,João,3,2819
2023-01-16,Tablet,Tecnologia,Recife,Carlos,4,3677
2024-04-06,Cadeira,Moveis,Fortaleza,Pedro,2,1682
2024-12-16,Teclado,Tecnologia,Curitiba,Pedro,4,2309
2023-01-05,Smartphone,Tecnologia,Salvador,Ana,3,2828
2024-08-25,Cadeira,Moveis,,Lucas,2,3372
2023-11-24,Tablet,Tecnologia,Salvador,Ana,2,1986
2023-05-31,Monitor,Tecnologia,Belo Horizonte,Maria,4,1438
2024-09-01,Notebook,Tecnologia,Fortaleza,Carlos,1,261
2024-03-04,Mouse,Tecnologia,Salvador,João,3,2821
2023-09-14,Cadeira,Moveis,Recife,Fernanda,1,3754
2024-06-01,Teclado,Tecnologia,sao paulo,Fernanda,4,707
2024-06-30,Notebook,Tecnologia,São Paulo,Fernanda,1,1782
28/03/2023,Smartphone,Tecnologia,sao paulo,Maria,1,3552
2024-10-27,Teclado,Tecnologia,RIO DE JANEIRO,Fernanda,2,1963
2024-01-11,Mouse,Tecnologia,Curitiba,Pedro,3,1539
2024-12-08,Cadeira,Moveis,São Paulo,Lucas,3,
2023-09-14,Monitor,Tecnologia,Recife,Ana,4,324
2024-09-16,Notebook,Tecnologia,Fortaleza,Fernanda,4,1503
02/01/2024,Smartphone,Tecnologia,Salvador,Fernanda,4,2083
2024-08-24,Notebook,Tecnologia,Salvador,João,4,1942
2024-04-27,Mesa,Moveis,Fortaleza,João,3,3411
19/02/2023,Tablet,Tecnologia,RIO DE JANEIRO,Ana,2,2299
18/08/2023,Mesa,Moveis,São Paulo,Pedro,4,1518
2023-04-21,Monitor,Tecnologia,Rio de Janeiro,Ana,3,1646
2024-04-15,Teclado,Tecnologia,Rio de Janeiro,Ana,1,4427
2024-05-02,Tablet,Tecnologia,São Paulo,Maria,1,1756
2023-10-24,Teclado,Tecnologia,Fortaleza,Lucas,2,3361
2024-05-10,Teclado,Tecnologia,São Paulo,Ana,1,4424
24/09/2023,Cadeira,Moveis,Fortaleza,Maria,3,4155
2024-10-12,Teclado,Tecnologia,Salvador,Carlos,4,522
2024-05-21,Monitor,Tecnologia,Rio de Janeiro,,4,863
25/07/2024,Monitor,Tecnologia,sao paulo,Lucas,4,3297
2024-07-23,Cadeira,Moveis,Fortaleza,Lucas,4,3741
26/12/2023,Cadeira,Moveis,Salvador,Fernanda,4,2743
2023-05-29,Teclado,Tecnologia,Salvador,Pedro,4,1762
2024-06-03,Teclado,Tecnologia,Fortaleza,Maria,2,1454
2023-03-26,Tablet,Tecnologia,Recife,João,1,2963
2023-09-10,Notebook,Tecnologia,Recife,,4,3190
2024-11-07,Monitor,Tecnologia,Curitiba,Ana,1,1972
2023-11-15,Mesa,Moveis,,João,4,1474
2023-01-13,Mouse,Tecnologia,Recife,Fernanda,1,347
2024-01-03,Notebook,Tecnologia,Fortaleza,João,1,4552
2024-03-18,Teclado,Tecnologia,Rio de Janeiro,Ana,2,2514
2023-05-26,Teclado,Tecnologia,Rio de Janeiro,Pedro,1,4282
2024-07-13,Cadeira,Moveis,Belo Horizonte,Carlos,2,2911
2023-09-19,Monitor,Tecnologia,Curitiba,João,4,449
2023-12-09,Mouse,Tecnologia,Recife,Lucas,4,4476
2024-09-09,Smartphone,Tecnologia,São Paulo,Fernanda,3,1158
2023-11-24,Teclado,Tecnologia,sao paulo,Carlos,2,2531
2024-06-30,Cadeira,Moveis,Curitiba,Lucas,4,3273
2024-11-15,Notebook,Tecnologia,Rio de Janeiro,Carlos,4,3643
2024-10-31,Monitor,Tecnologia,Salvador,Fernanda,1,3194
2024-10-18,Teclado,Tecnologia,Salvador,Carlos,1,4093
2024-07-10,Teclado,Tecnologia,São Paulo,Fernanda,1,817
2023-03-18,Mouse,Tecnologia,sao paulo,João,4,390
02/01/2024,Notebook,Tecnologia,Salvador,Maria,4,2913
2023-11-25,Mouse,Tecnologia,Rio de Janeiro,Ana,2,798
07/08/2023,Cadeira,Moveis,Curitiba,João,1,3282
2024-03-26,Teclado,Tecnologia,São Paulo,João,4,3722
2023-08-27,Tablet,Tecnologia,Fortaleza,Ana,2,1152
27/05/2023,Cadeira,Moveis,Salvador,Lucas,4,3623
2023-10-18,Monitor,Tecnologia,Curitiba,Ana,1,1350
2023-02-19,Notebook,Tecnologia,Fortaleza,Lucas,2,4353
2024-09-24,Mesa,Moveis,São Paulo,Pedro,3,2655
2024-12-04,Mouse,Tecnologia,Rio de Janeiro,Lucas,1,1656
2024-07-22,Mesa,Moveis,Belo Horizonte,João,1,3219
2024-01-22,Mouse,Tecnologia,Rio de Janeiro,Ana,4,1895
2023-12-15,Monitor,Tecnologia,São Paulo,Maria,3,496
26/05/2023,Mesa,Moveis,RIO DE JANEIRO,Ana,3,4399
2023-06-16,Mouse,Tecnologia,Salvador,Lucas,3,2938
2023-06-09,Smartphone,Tecnologia,sao paulo,João,1,298
2023-08-09,Mesa,Moveis,sao paulo,Ana,1,4078
2024-07-07,Smartphone,Tecnologia,Curitiba,Carlos,1,4530
2023-11-19,Cadeira,Moveis,Fortaleza,Pedro,4,710
2023-01-10,Cadeira,Moveis,Rio de Janeiro,Carlos,1,3433
2024-08-01,Notebook,Tecnologia,Recife,Carlos,3,2098
2023-09-18,Notebook,Tecnologia,Curitiba,Carlos,4,2875
2023-01-07,Smartphone,Tecnologia,RIO DE JANEIRO,Maria,3,3774
21/02/2023,Cadeira,Moveis,RIO DE JANEIRO,Maria,2,3117
2023-07-21,Smartphone,Tecnologia,Curitiba,Maria,2,4522
